Eighth Street South,ESS210D,Male,4 person
Eighth Street South,ESS211C,Female,4 person
Eighth Street South,ESS303D,Male,4 person
Eighth Street South,ESS309A,Female,4 person
Eighth Street South,ESS309B,Female,4 person
Eighth Street South,ESS309D,Female,4 person
Eighth Street South,ESS310B,Female,4 person
Eighth Street South,ESS310C,Female,4 person
Eighth Street South,ESS311A,Dynamic,4 person
Eighth Street South,ESS311B,Dynamic,4 person
Eighth Street South,ESS311C,Dynamic,4 person
Eighth Street South,ESS311D,Dynamic,4 person
Eighth Street South,ESS401F,Male,6 person
Eighth Street South,ESS403B,Male,4 person
Eighth Street South,ESS405B,Female,2 person
Eighth Street South,ESS406A,Female,4 person
Eighth Street South,ESS406C,Female,4 person
Eighth Street South,ESS406D,Female,4 person
Eighth Street South,ESS407B,Female,2 person
Eighth Street South,ESS408A,Dynamic,4 person
Eighth Street South,ESS408B,Dynamic,4 person
Eighth Street South,ESS408C,Dynamic,4 person
Eighth Street South,ESS408D,Dynamic,4 person
Eighth Street South,ESS409B,Female,4 person
Eighth Street South,ESS409C,Female,4 person
Eighth Street South,ESS409D,Female,4 person
Eighth Street South,ESS410C,Male,4 person
Eighth Street South,ESS410D,Male,4 person
Eighth Street South,ESS412A,Male,4 person
Eighth Street South,ESS412B,Male,4 person
Eighth Street South,ESS412D,Male,4 person
Eighth Street South,ESS413F,Male,6 person
Eighth Street South,ESS414C,Male,4 person
Eighth Street South,ESS414D,Male,4 person
Eighth Street West,ESW101A,Male,4 person
Eighth Street West,ESW102A,Dynamic,4 person
Eighth Street West,ESW102B,Dynamic,4 person
Eighth Street West,ESW102C,Dynamic,4 person
Eighth Street West,ESW102D,Dynamic,4 person
Eighth Street West,ESW103A,Dynamic,4 person
Eighth Street West,ESW103B,Dynamic,4 person
Eighth Street West,ESW103C,Dynamic,4 person
Eighth Street West,ESW103D,Dynamic,4 person
Eighth Street West,ESW111A,Male,4 person
Eighth Street West,ESW111C,Male,4 person
Eighth Street West,ESW111D,Male,4 person
Eighth Street West,ESW112B,Male,4 person
Eighth Street West,ESW112D,Male,4 person
Eighth Street West,ESW113A,Dynamic,4 person
Eighth Street West,ESW113B,Dynamic,4 person
Eighth Street West,ESW113C,Dynamic,4 person
Eighth Street West,ESW113D,Dynamic,4 person
Eighth Street West,ESW114B,Female,4 person
Eighth Street West,ESW115B,Male,4 person
Eighth Street West,ESW115D,Male,4 person
Eighth Street West,ESW116A,Male,4 person
Eighth Street West,ESW117A,Dynamic,4 person
Eighth Street West,ESW117B,Dynamic,4 person
Eighth Street West,ESW117C,Dynamic,4 person
Eighth Street West,ESW117D,Dynamic,4 person
Eighth Street West,ESW118A,Dynamic,6 person
Eighth Street West,ESW118B,Dynamic,6 person
Eighth Street West,ESW118C,Dynamic,6 person
Eighth Street West,ESW118D,Dynamic,6 person
Eighth Street West,ESW118E,Dynamic,6 person
Eighth Street West,ESW118F,Dynamic,6 person
Eighth Street West,ESW201E,Female,6 person
Eighth Street West,ESW203B,Male,4 person
Eighth Street West,ESW203D,Male,4 person
Eighth Street West,ESW207A,Dynamic,4 person
Eighth Street West,ESW207B,Dynamic,4 person
Eighth Street West,ESW207C,Dynamic,4 person
Eighth Street West,ESW207D,Dynamic,4 person
Eighth Street West,ESW209A,Male,4 person
Eighth Street West,ESW209C,Male,4 person
Eighth Street West,ESW209D,Male,4 person
Eighth Street West,ESW212A,Dynamic,4 person
Eighth Street West,ESW212B,Dynamic,4 person
Eighth Street West,ESW212C,Dynamic,4 person
Eighth Street West,ESW212D,Dynamic,4 person
Eighth Street West,ESW213A,Dynamic,4 person
Eighth Street West,ESW213B,Dynamic,4 person
Eighth Street West,ESW213C,Dynamic,4 person
Eighth Street West,ESW213D,Dynamic,4 person
Eighth Street West,ESW214C,Female,4 person
Eighth Street West,ESW214D,Female,4 person
Eighth Street West,ESW215A,Dynamic,4 person
Eighth Street West,ESW215B,Dynamic,4 person
Eighth Street West,ESW215C,Dynamic,4 person
Eighth Street West,ESW215D,Dynamic,4 person
Eighth Street West,ESW217A,Dynamic,4 person
Eighth Street West,ESW217B,Dynamic,4 person
Eighth Street West,ESW217C,Dynamic,4 person
Eighth Street West,ESW217D,Dynamic,4 person
Eighth Street West,ESW301A,Dynamic,6 person
Eighth Street West,ESW301B,Dynamic,6 person
Eighth Street West,ESW301C,Dynamic,6 person
Eighth Street West,ESW301D,Dynamic,6 person
Eighth Street West,ESW301E,Dynamic,6 person
Eighth Street West,ESW301F,Dynamic,6 person
Eighth Street West,ESW302A,Dynamic,4 person
Eighth Street West,ESW302B,Dynamic,4 person
Eighth Street West,ESW302C,Dynamic,4 person
Eighth Street West,ESW302D,Dynamic,4 person
Eighth Street West,ESW303A,Dynamic,4 person
Eighth Street West,ESW303B,Dynamic,4 person
Eighth Street West,ESW303C,Dynamic,4 person
Eighth Street West,ESW303D,Dynamic,4 person
Eighth Street West,ESW304A,Male,4 person
Eighth Street West,ESW304B,Male,4 person
Eighth Street West,ESW304C,Male,4 person
Eighth Street West,ESW305A,Dynamic,4 person
Eighth Street West,ESW305B,Dynamic,4 person
Eighth Street West,ESW305C,Dynamic,4 person
Eighth Street West,ESW305D,Dynamic,4 person
Eighth Street West,ESW307A,Dynamic,4 person
Eighth Street West,ESW307B,Dynamic,4 person
Eighth Street West,ESW307C,Dynamic,4 person
Eighth Street West,ESW307D,Dynamic,4 person
Eighth Street West,ESW311A,Dynamic,4 person
Eighth Street West,ESW311B,Dynamic,4 person
Eighth Street West,ESW311C,Dynamic,4 person
Eighth Street West,ESW311D,Dynamic,4 person
Eighth Street West,ESW312A,Dynamic,4 person
Eighth Street West,ESW312B,Dynamic,4 person
Eighth Street West,ESW312C,Dynamic,4 person
Eighth Street West,ESW312D,Dynamic,4 person
Eighth Street West,ESW313A,Dynamic,4 person
Eighth Street West,ESW313B,Dynamic,4 person
Eighth Street West,ESW313C,Dynamic,4 person
Eighth Street West,ESW313D,Dynamic,4 person
Eighth Street West,ESW314A,Dynamic,4 person
Eighth Street West,ESW314B,Dynamic,4 person
Eighth Street West,ESW314C,Dynamic,4 person
Eighth Street West,ESW314D,Dynamic,4 person
Eighth Street West,ESW315A,Dynamic,4 person
Eighth Street West,ESW315B,Dynamic,4 person
Eighth Street West,ESW315C,Dynamic,4 person
Eighth Street West,ESW315D,Dynamic,4 person
Eighth Street West,ESW316C,Male,4 person
Eighth Street West,ESW317A,Male,4 person
Eighth Street West,ESW317C,Male,4 person
Eighth Street West,ESW318C,Female,6 person
Eighth Street West,ESW318D,Female,6 person
Eighth Street West,ESW318E,Female,6 person
Eighth Street West,ESW318F,Female,6 person
Eighth Street West,ESW403A,Dynamic,4 person
Eighth Street West,ESW403B,Dynamic,4 person
Eighth Street West,ESW403C,Dynamic,4 person
Eighth Street West,ESW403D,Dynamic,4 person
Eighth Street West,ESW404A,Dynamic,4 person
Eighth Street West,ESW404B,Dynamic,4 person
Eighth Street West,ESW404C,Dynamic,4 person
Eighth Street West,ESW404D,Dynamic,4 person
Eighth Street West,ESW405A,Dynamic,4 person
Eighth Street West,ESW405B,Dynamic,4 person
Eighth Street West,ESW405C,Dynamic,4 person
Eighth Street West,ESW405D,Dynamic,4 person
Eighth Street West,ESW407A,Dynamic,4 person
Eighth Street West,ESW407B,Dynamic,4 person
Eighth Street West,ESW407C,Dynamic,4 person
Eighth Street West,ESW407D,Dynamic,4 person
Eighth Street West,ESW411A,Female,4 person
Eighth Street West,ESW411B,Female,4 person
Eighth Street West,ESW412C,Male,4 person
Eighth Street West,ESW413A,Female,4 person
Eighth Street West,ESW413C,Female,4 person
Eighth Street West,ESW414B,Female,4 person
Eighth Street West,ESW415D,Male,4 person
Eighth Street West,ESW418A,Female,6 person
Eighth Street West,ESW418C,Female,6 person
Eighth Street West,ESW418F,Female,6 person
Fulmer,FUL202a,Female,Double
Fulmer,FUL202b,Female,Double
Fulmer,FUL203a,Female,Double
Fulmer,FUL203b,Female,Double
Fulmer,FUL204a,Female,Double
Fulmer,FUL204b,Female,Double
Fulmer,FUL205a,Female,Double
Fulmer,FUL205b,Female,Double
Fulmer,FUL206a,Female,Double
Fulmer,FUL206b,Female,Double
Fulmer,FUL207a,Female,Double
Fulmer,FUL207b,Female,Double
Fulmer,FUL208b,Female,Double
Fulmer,FUL209a,Female,Double
Fulmer,FUL209b,Female,Double
Fulmer,FUL210a,Female,Double
Fulmer,FUL210b,Female,Double
Fulmer,FUL211a,Female,Double
Fulmer,FUL211b,Female,Double
Fulmer,FUL212a,Female,Double
Fulmer,FUL212b,Female,Double
Fulmer,FUL213a,Female,Double
Fulmer,FUL213b,Female,Double
Fulmer,FUL214a,Female,Double
Fulmer,FUL214b,Female,Double
Fulmer,FUL215a,Female,Double
Fulmer,FUL215b,Female,Double
Fulmer,FUL301a,Female,Double
Fulmer,FUL301b,Female,Double
Fulmer,FUL302a,Female,Double
Fulmer,FUL302b,Female,Double
Fulmer,FUL303a,Female,Double
Fulmer,FUL303b,Female,Double
Fulmer,FUL304a,Female,Double
Fulmer,FUL304b,Female,Double
Fulmer,FUL305a,Female,Double
Fulmer,FUL308a,Female,Double
Fulmer,FUL310a,Female,Double
Fulmer,FUL310b,Female,Double
Fulmer,FUL311a,Female,Double
Fulmer,FUL312a,Female,Double
Fulmer,FUL312b,Female,Double
Fulmer,FUL313a,Female,Double
Fulmer,FUL313b,Female,Double
Fulmer,FUL314a,Female,Double
Fulmer,FUL314b,Female,Double
Fulmer,FUL315a,Female,Double
Fulmer,FUL315b,Female,Double
Goldin House,GLD213,Dynamic,Apartment
Goldin House,GLD218,Dynamic,Apartment
Goldin House,GLD315,Dynamic,Apartment
Graduate Living Center,GLC126B,Male,4 person
Graduate Living Center,GLC126C,Male,4 person
Graduate Living Center,GLC126D,Male,4 person
Graduate Living Center,GLC127B,Male,4 person
Graduate Living Center,GLC127C,Male,4 person
Graduate Living Center,GLC127D,Male,4 person
Graduate Living Center,GLC129C,Female,3 person
Graduate Living Center,GLC202B,Male,4 person
Graduate Living Center,GLC202D,Male,4 person
Graduate Living Center,GLC203A,Dynamic,4 person
Graduate Living Center,GLC203B,Dynamic,4 person
Graduate Living Center,GLC203C,Dynamic,4 person
Graduate Living Center,GLC203D,Dynamic,4 person
Graduate Living Center,GLC204B,Female,4 person
Graduate Living Center,GLC204C,Female,4 person
Graduate Living Center,GLC204D,Female,4 person
Graduate Living Center,GLC205A,Dynamic,4 person
Graduate Living Center,GLC205B,Dynamic,4 person
Graduate Living Center,GLC205C,Dynamic,4 person
Graduate Living Center,GLC205D,Dynamic,4 person
Graduate Living Center,GLC206A,Dynamic,4 person
Graduate Living Center,GLC206B,Dynamic,4 person
Graduate Living Center,GLC206C,Dynamic,4 person
Graduate Living Center,GLC206D,Dynamic,4 person
Graduate Living Center,GLC207A,Male,4 person
Graduate Living Center,GLC207B,Male,4 person
Graduate Living Center,GLC207D,Male,4 person
Graduate Living Center,GLC208A,Dynamic,4 person
Graduate Living Center,GLC208B,Dynamic,4 person
Graduate Living Center,GLC208C,Dynamic,4 person
Graduate Living Center,GLC208D,Dynamic,4 person
Graduate Living Center,GLC209B,Male,4 person
Graduate Living Center,GLC209C,Male,4 person
Graduate Living Center,GLC209D,Male,4 person
Graduate Living Center,GLC210A,Male,4 person
Graduate Living Center,GLC210B,Male,4 person
Graduate Living Center,GLC210D,Male,4 person
Graduate Living Center,GLC212A,Male,4 person
Graduate Living Center,GLC213B,Male,4 person
Graduate Living Center,GLC213C,Male,4 person
Graduate Living Center,GLC214B,Female,4 person
Graduate Living Center,GLC214C,Female,4 person
Graduate Living Center,GLC215A,Dynamic,4 person
Graduate Living Center,GLC215B,Dynamic,4 person
Graduate Living Center,GLC215C,Dynamic,4 person
Graduate Living Center,GLC215D,Dynamic,4 person
Graduate Living Center,GLC216A,Dynamic,4 person
Graduate Living Center,GLC216B,Dynamic,4 person
Graduate Living Center,GLC216C,Dynamic,4 person
Graduate Living Center,GLC216D,Dynamic,4 person
Graduate Living Center,GLC217A,Dynamic,4 person
Graduate Living Center,GLC217B,Dynamic,4 person
Graduate Living Center,GLC217C,Dynamic,4 person
Graduate Living Center,GLC217D,Dynamic,4 person
Graduate Living Center,GLC219B,Male,4 person
Graduate Living Center,GLC219C,Male,4 person
Graduate Living Center,GLC220B,Male,4 person
Graduate Living Center,GLC220C,Male,4 person
Graduate Living Center,GLC220D,Male,4 person
Graduate Living Center,GLC302A,Dynamic,4 person
Graduate Living Center,GLC302B,Dynamic,4 person
Graduate Living Center,GLC302C,Dynamic,4 person
Graduate Living Center,GLC302D,Dynamic,4 person
Graduate Living Center,GLC303A,Dynamic,4 person
Graduate Living Center,GLC303B,Dynamic,4 person
Graduate Living Center,GLC303C,Dynamic,4 person
Graduate Living Center,GLC303D,Dynamic,4 person
Graduate Living Center,GLC304A,Dynamic,4 person
Graduate Living Center,GLC304B,Dynamic,4 person
Graduate Living Center,GLC304C,Dynamic,4 person
Graduate Living Center,GLC304D,Dynamic,4 person
Graduate Living Center,GLC305A,Dynamic,4 person
Graduate Living Center,GLC305B,Dynamic,4 person
Graduate Living Center,GLC305C,Dynamic,4 person
Graduate Living Center,GLC305D,Dynamic,4 person
Graduate Living Center,GLC306A,Dynamic,4 person
Graduate Living Center,GLC306B,Dynamic,4 person
Graduate Living Center,GLC306C,Dynamic,4 person
Graduate Living Center,GLC306D,Dynamic,4 person
Graduate Living Center,GLC307A,Male,4 person
Graduate Living Center,GLC307C,Male,4 person
Graduate Living Center,GLC309B,Male,4 person
Graduate Living Center,GLC309C,Male,4 person
Graduate Living Center,GLC312A,Male,4 person
Graduate Living Center,GLC312B,Male,4 person
Graduate Living Center,GLC312C,Male,4 person
Graduate Living Center,GLC313A,Male,4 person
Graduate Living Center,GLC313B,Male,4 person
Graduate Living Center,GLC313C,Male,4 person
Graduate Living Center,GLC314A,Dynamic,4 person
Graduate Living Center,GLC314B,Dynamic,4 person
Graduate Living Center,GLC314C,Dynamic,4 person
Graduate Living Center,GLC314D,Dynamic,4 person
Graduate Living Center,GLC315D,Male,4 person
Graduate Living Center,GLC316A,Dynamic,4 person
Graduate Living Center,GLC316B,Dynamic,4 person
